Tipo;Endereco;CEP;UF;Bairro;Numeracao;Localidade;;
RUA;ANTÔNIO MENDONÇA;17604720;SP;JARDIM GUANABARA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ANTÔNIO MENDONÇA','17604720','SP','JARDIM GUANABARA','','TUPA'); "
RUA;COMERCIANTE ANTÔNIO MONTEIRO HADDAD;17602771;SP;CONJUNTO HABITACIONAL SEVERINO FORTUNATO DA SILVA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','COMERCIANTE ANTÔNIO MONTEIRO HADDAD','17602771','SP','CONJUNTO HABITACIONAL SEVERINO FORTUNATO DA SILVA','','TUPA'); "
RUA;ANTÔNIO MORANDI;17607140;SP;VILA ABARCA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ANTÔNIO MORANDI','17607140','SP','VILA ABARCA','','TUPA'); "
RUA;AGENTE POSTAL ANTONIO NICOLA SALATE;17603837;SP;CONJUNTO HABITACIONAL PIONEIRO JOSÉ FELICIANO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','AGENTE POSTAL ANTONIO NICOLA SALATE','17603837','SP','CONJUNTO HABITACIONAL PIONEIRO JOSÉ FELICIANO','','TUPA'); "
RUA;ANTÔNIO PEREIRA GASPAR;17607350;SP;PARQUE UNIVERSITÁRIO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ANTÔNIO PEREIRA GASPAR','17607350','SP','PARQUE UNIVERSITÁRIO','','TUPA'); "
RUA;ANTÔNIO PEREIRA GASPAR;17607472;SP;PARQUE UNIVERSITÁRIO II;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ANTÔNIO PEREIRA GASPAR','17607472','SP','PARQUE UNIVERSITÁRIO II','','TUPA'); "
RUA;DESEMBARGADOR ANTONIO RODRIGUES PORTO;17607550;SP;JARDIM MORUMBI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DESEMBARGADOR ANTONIO RODRIGUES PORTO','17607550','SP','JARDIM MORUMBI','','TUPA'); "
RUA;FERROVIÁRIO ANTONIO SAMOGIN;17610470;SP;CONJUNTO HABITACIONAL DEPUTADO JAMIL DUALIBI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','FERROVIÁRIO ANTONIO SAMOGIN','17610470','SP','CONJUNTO HABITACIONAL DEPUTADO JAMIL DUALIBI','','TUPA'); "
RUA;ANTÔNIO SERDAN PUCCI;17607600;SP;RESIDENCIAL RESERVA TUPÃ;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ANTÔNIO SERDAN PUCCI','17607600','SP','RESIDENCIAL RESERVA TUPÃ','','TUPA'); "
RUA;PIONEIRO ANTONIO VALVERDE;17610445;SP;CONJUNTO HABITACIONAL DEPUTADO JAMIL DUALIBI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PIONEIRO ANTONIO VALVERDE','17610445','SP','CONJUNTO HABITACIONAL DEPUTADO JAMIL DUALIBI','','TUPA'); "
RUA;PIONEIRO ANTONIO VALVERDE;17610525;SP;CONJUNTO HABITACIONAL PAPA JOÃO PAULO II;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PIONEIRO ANTONIO VALVERDE','17610525','SP','CONJUNTO HABITACIONAL PAPA JOÃO PAULO II','','TUPA'); "
RUA;PIONEIRO ANTÔNIO ZANOLI;17602210;SP;VILA SÃO JOSÉ;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PIONEIRO ANTÔNIO ZANOLI','17602210','SP','VILA SÃO JOSÉ','','TUPA'); "
RUA;SANTO ANTUNES DE MACEDO;17604450;SP;PARQUE TABAJARAS;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','SANTO ANTUNES DE MACEDO','17604450','SP','PARQUE TABAJARAS','','TUPA'); "
RUA;APARÍCIO CUNHA;17602855;SP;CONJUNTO HABITACIONAL ANTÔNIO PEREIRA GASPAR;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','APARÍCIO CUNHA','17602855','SP','CONJUNTO HABITACIONAL ANTÔNIO PEREIRA GASPAR','','TUPA'); "
RUA;APIACÁ;17607585;SP;RESIDENCIAL RESERVA TUPÃ;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','APIACÁ','17607585','SP','RESIDENCIAL RESERVA TUPÃ','','TUPA'); "
RUA;APURINÃ;17607586;SP;RESIDENCIAL RESERVA TUPÃ;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','APURINÃ','17607586','SP','RESIDENCIAL RESERVA TUPÃ','','TUPA'); "
RUA;ARANDU;17607608;SP;RESIDENCIAL RESERVA TUPÃ;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ARANDU','17607608','SP','RESIDENCIAL RESERVA TUPÃ','','TUPA'); "
RUA;ARDUINO BERNARDI;17603776;SP;PARQUE RESIDENCIAL CASARI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ARDUINO BERNARDI','17603776','SP','PARQUE RESIDENCIAL CASARI','','TUPA'); "
RUA;ARDUÍNO BERNARDI;17603561;SP;CONJUNTO HABITACIONAL CINQÜENTENÁRIO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ARDUÍNO BERNARDI','17603561','SP','CONJUNTO HABITACIONAL CINQÜENTENÁRIO','','TUPA'); "
RUA;ARGENTINA;17605250;SP;JARDIM AMÉRICA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ARGENTINA','17605250','SP','JARDIM AMÉRICA','','TUPA'); "
RUA;ARIAKE;17607460;SP;JARDIM CEREJEIRAS;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ARIAKE','17607460','SP','JARDIM CEREJEIRAS','','TUPA'); "
AVENIDA;ARISTIDES DINAMARCO;17620060;SP;CONJUNTO HABITACIONAL JOSÉ SERRANO(PARNASO);LADO ÍMPAR;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('AVENIDA','ARISTIDES DINAMARCO','17620060','SP','CONJUNTO HABITACIONAL JOSÉ SERRANO(PARNASO)','LADO ÍMPAR','TUPA'); "
AVENIDA;ARISTIDES DINAMARCO;17620005;SP;CENTRO(PARNASO);LADO PAR;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('AVENIDA','ARISTIDES DINAMARCO','17620005','SP','CENTRO(PARNASO)','LADO PAR','TUPA'); "
RUA;ARISTIN FERNANDES;17602663;SP;CONJUNTO HABITACIONAL JOSÉ MARIA GONÇALVES GAMEIRO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ARISTIN FERNANDES','17602663','SP','CONJUNTO HABITACIONAL JOSÉ MARIA GONÇALVES GAMEIRO','','TUPA'); "
RUA;ARMANDO CHIMACK;17607183;SP;JARDIM PARQUE SCANDIUZZI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ARMANDO CHIMACK','17607183','SP','JARDIM PARQUE SCANDIUZZI','','TUPA'); "
RUA;RADIALISTA ARMANDO FONSECA AGUDO;17602735;SP;CONJUNTO HABITACIONAL CÔNEGO EDUARDO REBOUÇAS DE CARVALHO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','RADIALISTA ARMANDO FONSECA AGUDO','17602735','SP','CONJUNTO HABITACIONAL CÔNEGO EDUARDO REBOUÇAS DE CARVALHO','','TUPA'); "
RUA;ARMANDO SALA;17602280;SP;PARQUE SÃO PEDRO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ARMANDO SALA','17602280','SP','PARQUE SÃO PEDRO','','TUPA'); "
RUA;ARNALDO TOVO;17605270;SP;JARDIM AMÉRICA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ARNALDO TOVO','17605270','SP','JARDIM AMÉRICA','','TUPA'); "
RUA;DAS AROEIRAS;17603861;SP;DELTA VILLE TÊNIS CLUB;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DAS AROEIRAS','17603861','SP','DELTA VILLE TÊNIS CLUB','','TUPA'); "
AVENIDA;ARTHUR FERNANDES;17603210;SP;VILA MARAJOARA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('AVENIDA','ARTHUR FERNANDES','17603210','SP','VILA MARAJOARA','','TUPA'); "
AVENIDA;ARTHUR FERNANDES;17603257;SP;PARQUE BELA VISTA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('AVENIDA','ARTHUR FERNANDES','17603257','SP','PARQUE BELA VISTA','','TUPA'); "
RUA;PIONEIRO ARTIDORO BERGANTINI;17603577;SP;JARDIM JAÇANÃ;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PIONEIRO ARTIDORO BERGANTINI','17603577','SP','JARDIM JAÇANÃ','','TUPA'); "
PASSAGEM;ARVELINO JOSÉ NOGUEIRA;17601035;SP;CENTRO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('PASSAGEM','ARVELINO JOSÉ NOGUEIRA','17601035','SP','CENTRO','','TUPA'); "
RUA;ASSUR BITTENCOURT;17603251;SP;PARQUE BELA VISTA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ASSUR BITTENCOURT','17603251','SP','PARQUE BELA VISTA','','TUPA'); "
RUA;ASURINI;17607587;SP;RESIDENCIAL RESERVA TUPÃ;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ASURINI','17607587','SP','RESIDENCIAL RESERVA TUPÃ','','TUPA'); "
RUA;ATÍLIO BERNI;17602482;SP;JARDIM ITAIPU;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ATÍLIO BERNI','17602482','SP','JARDIM ITAIPU','','TUPA'); "
RUA;PIONEIRO ATÍLIO BRAVI;17610555;SP;CONJUNTO HABITACIONAL PAPA JOÃO PAULO II;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PIONEIRO ATÍLIO BRAVI','17610555','SP','CONJUNTO HABITACIONAL PAPA JOÃO PAULO II','','TUPA'); "
RUA;ATÍLIO CIARAMICOLI;17604690;SP;JARDIM GUANABARA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ATÍLIO CIARAMICOLI','17604690','SP','JARDIM GUANABARA','','TUPA'); "
RUA;PIONEIRO ATÍLIO DONADON;17607113;SP;JARDIM RESIDENCIAL TOLEDO VILLE;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PIONEIRO ATÍLIO DONADON','17607113','SP','JARDIM RESIDENCIAL TOLEDO VILLE','','TUPA'); "
RUA;AUGUSTIN SANTOS;17602732;SP;CONJUNTO HABITACIONAL VEREADOR JOAQUIM RIBEIRO PORTO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','AUGUSTIN SANTOS','17602732','SP','CONJUNTO HABITACIONAL VEREADOR JOAQUIM RIBEIRO PORTO','','TUPA'); "
RUA;AUGUSTO CARLINO;17607035;SP;JARDIM RUBIÁCEA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','AUGUSTO CARLINO','17607035','SP','JARDIM RUBIÁCEA','','TUPA'); "
RUA;ÁUSTRIA;17623020;SP;CENTRO(UNIVERSO);;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ÁUSTRIA','17623020','SP','CENTRO(UNIVERSO)','','TUPA'); "
AVENIDA;B;17604780;SP;PARQUE INDUSTRIAL II;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('AVENIDA','B','17604780','SP','PARQUE INDUSTRIAL II','','TUPA'); "
AVENIDA;BAHIA;17604570;SP;VILA SANTA RITA DE CÁSSIA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('AVENIDA','BAHIA','17604570','SP','VILA SANTA RITA DE CÁSSIA','','TUPA'); "
PRAÇA;DA BANDEIRA;17600380;SP;CENTRO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('PRAÇA','DA BANDEIRA','17600380','SP','CENTRO','','TUPA'); "
RUA;ALMIRANTE BARROSO;17605420;SP;VILA INDEPENDÊNCIA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ALMIRANTE BARROSO','17605420','SP','VILA INDEPENDÊNCIA','','TUPA'); "
RUA;BAURU;17604280;SP;VILA DAS INDÚSTRIAS;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','BAURU','17604280','SP','VILA DAS INDÚSTRIAS','','TUPA'); "
TRAVESSA;BEBEDOURO;17600570;SP;VILA SÃO JORGE;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('TRAVESSA','BEBEDOURO','17600570','SP','VILA SÃO JORGE','','TUPA'); "
ALAMEDA;BEDFORD;17603700;SP;VILA INGLESA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('ALAMEDA','BEDFORD','17603700','SP','VILA INGLESA','','TUPA'); "
RUA;BELCHER VIEIRA;17603774;SP;PARQUE RESIDENCIAL CASARI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','BELCHER VIEIRA','17603774','SP','PARQUE RESIDENCIAL CASARI','','TUPA'); "
RUA;BELÉM;17605229;SP;VILA VARGAS;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','BELÉM','17605229','SP','VILA VARGAS','','TUPA'); "
RUA;BÉLGICA;17604380;SP;VILA EUROPA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','BÉLGICA','17604380','SP','VILA EUROPA','','TUPA'); "
RUA;JORNALISTA BELMIRO D. OLIVEIRA FELIPE;17607445;SP;PARQUE UNIVERSITÁRIO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JORNALISTA BELMIRO D. OLIVEIRA FELIPE','17607445','SP','PARQUE UNIVERSITÁRIO','','TUPA'); "
RUA;SÃO BENEDITO;17606240;SP;JARDIM NOSSA SENHORA DE FÁTIMA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','SÃO BENEDITO','17606240','SP','JARDIM NOSSA SENHORA DE FÁTIMA','','TUPA'); "
RUA;BENEDITO BENITES;17601270;SP;VILA ABARCA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','BENEDITO BENITES','17601270','SP','VILA ABARCA','','TUPA'); "
RUA;BENEDITO COSTA;17604640;SP;VILA SANTA RITA DE CÁSSIA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','BENEDITO COSTA','17604640','SP','VILA SANTA RITA DE CÁSSIA','','TUPA'); "
RUA;BENEDITO ELIAS DE ANDRADE;17603873;SP;CONJUNTO HABITACIONAL VEREADOR ANTÔNIO CARAN;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','BENEDITO ELIAS DE ANDRADE','17603873','SP','CONJUNTO HABITACIONAL VEREADOR ANTÔNIO CARAN','','TUPA'); "
RUA;BENEDITO SILVA LEITE;17606120;SP;VILA NOVA II;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','BENEDITO SILVA LEITE','17606120','SP','VILA NOVA II','','TUPA'); "
RUA;PIONEIRO BENEDITO TEIXEIRA;17605210;SP;VILA VARGAS;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PIONEIRO BENEDITO TEIXEIRA','17605210','SP','VILA VARGAS','','TUPA'); "
RUA;BENJAMIN VIEIRA;17602844;SP;CONJUNTO HABITACIONAL ANTÔNIO PEREIRA GASPAR;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','BENJAMIN VIEIRA','17602844','SP','CONJUNTO HABITACIONAL ANTÔNIO PEREIRA GASPAR','','TUPA'); "
RUA;BEZERRA DE MENEZES;17605440;SP;VILA INDEPENDÊNCIA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','BEZERRA DE MENEZES','17605440','SP','VILA INDEPENDÊNCIA','','TUPA'); "
RUA;BIAGIO FIORI;17603370;SP;VILA FORMOSA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','BIAGIO FIORI','17603370','SP','VILA FORMOSA','','TUPA'); "
ALAMEDA;BLACKPOOL;17603640;SP;VILA INGLESA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('ALAMEDA','BLACKPOOL','17603640','SP','VILA INGLESA','','TUPA'); "
RUA;BOAVENTURA AVELAR CAMPOS;17606100;SP;VILA NOVA II;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','BOAVENTURA AVELAR CAMPOS','17606100','SP','VILA NOVA II','','TUPA'); "
RUA;BOLÍVIA;17605310;SP;JARDIM AMÉRICA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','BOLÍVIA','17605310','SP','JARDIM AMÉRICA','','TUPA'); "
RUA;BOREBIS;17600300;SP;CENTRO;- ATÉ 650/651;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','BOREBIS','17600300','SP','CENTRO','- ATÉ 650/651','TUPA'); "
RUA;BOREBIS;17604090;SP;CENTRO;- DE 652/653 AO FIM;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','BOREBIS','17604090','SP','CENTRO','- DE 652/653 AO FIM','TUPA'); "
RUA;BORORÓS;17600020;SP;CENTRO;- ATÉ 1730/1731;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','BORORÓS','17600020','SP','CENTRO','- ATÉ 1730/1731','TUPA'); "
RUA;BORORÓS;17603030;SP;VILA TUPÃ MIRIM I;- DE 1732/1733 AO FIM;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','BORORÓS','17603030','SP','VILA TUPÃ MIRIM I','- DE 1732/1733 AO FIM','TUPA'); "
PRAÇA;DOM BOSCO;17600041;SP;CENTRO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('PRAÇA','DOM BOSCO','17600041','SP','CENTRO','','TUPA'); "
RUA;DOM BOSCO;17602070;SP;PARQUE DOM BOSCO;- DE 1/2 AO FIM;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DOM BOSCO','17602070','SP','PARQUE DOM BOSCO','- DE 1/2 AO FIM','TUPA'); "
RUA;DOM BOSCO;17600670;SP;VILA LAHOZ;- ATÉ 99998/99999;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DOM BOSCO','17600670','SP','VILA LAHOZ','- ATÉ 99998/99999','TUPA'); "
RUA;BOTOCUDOS;17600030;SP;CENTRO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','BOTOCUDOS','17600030','SP','CENTRO','','TUPA'); "
RUA;BRASIL;17602412;SP;JARDIM MARABÁ;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','BRASIL','17602412','SP','JARDIM MARABÁ','','TUPA'); "
RUA;BRASIL;17607090;SP;VILA ESPANHA;- ATÉ 1270/1271;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','BRASIL','17607090','SP','VILA ESPANHA','- ATÉ 1270/1271','TUPA'); "
RUA;BRASIL;17606050;SP;PARQUE DAS NAÇÕES;- DE 1272/1273 A 1958/1959;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','BRASIL','17606050','SP','PARQUE DAS NAÇÕES','- DE 1272/1273 A 1958/1959','TUPA'); "
RUA;BRASIL;17605343;SP;JARDIM AMÉRICA;- DE 1960/1961 AO FIM;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','BRASIL','17605343','SP','JARDIM AMÉRICA','- DE 1960/1961 AO FIM','TUPA'); "
AVENIDA;BRASIL;17625005;SP;CENTRO(VARPA);;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('AVENIDA','BRASIL','17625005','SP','CENTRO(VARPA)','','TUPA'); "
AVENIDA;BRASIL;17623045;SP;CENTRO(UNIVERSO);;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('AVENIDA','BRASIL','17623045','SP','CENTRO(UNIVERSO)','','TUPA'); "
RUA;BRASILINA CONCEIÇÃO MARONEZZI;17601440;SP;VILA NAIBRA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','BRASILINA CONCEIÇÃO MARONEZZI','17601440','SP','VILA NAIBRA','','TUPA'); "
ALAMEDA;BRISTOL;17603600;SP;VILA INGLESA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('ALAMEDA','BRISTOL','17603600','SP','VILA INGLESA','','TUPA'); "
RUA;BRUNO GIOVANETTI;17601460;SP;VILA GIOVANETTI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','BRUNO GIOVANETTI','17601460','SP','VILA GIOVANETTI','','TUPA'); "
RUA;BRUNO ZONER;17603795;SP;PARQUE RESIDENCIAL CASARI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','BRUNO ZONER','17603795','SP','PARQUE RESIDENCIAL CASARI','','TUPA'); "
RUA;BRUNO ZONER;17603430;SP;CONJUNTO HABITACIONAL CINQÜENTENÁRIO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','BRUNO ZONER','17603430','SP','CONJUNTO HABITACIONAL CINQÜENTENÁRIO','','TUPA'); "
AVENIDA;C;17603822;SP;DISTRITO INDUSTRIAL EIZI HIRANO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('AVENIDA','C','17603822','SP','DISTRITO INDUSTRIAL EIZI HIRANO','','TUPA'); "
RUA;C;17625145;SP;CONJUNTO HABITACIONAL ALBERTO LASMAN(VARPA);;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','C','17625145','SP','CONJUNTO HABITACIONAL ALBERTO LASMAN(VARPA)','','TUPA'); "
RUA;DAS CABREÚVAS;17603862;SP;DELTA VILLE TÊNIS CLUB;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DAS CABREÚVAS','17603862','SP','DELTA VILLE TÊNIS CLUB','','TUPA'); "
RUA;CAETANO VIOLANTE;17602151;SP;PARQUE IPANEMA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','CAETANO VIOLANTE','17602151','SP','PARQUE IPANEMA','','TUPA'); "
RUA;CAETÉS;17601150;SP;CENTRO;- ATÉ 780/781;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','CAETÉS','17601150','SP','CENTRO','- ATÉ 780/781','TUPA'); "
